"Mun US Noti MG","Semana 01","Semana 02","Semana 03","Semana 04","Semana 05","Semana 06","Semana 07","Semana 08","Semana 09","Semana 10","Semana 11","Semana 12","Semana 13","Semana 14","Semana 15","Semana 16","Semana 17","Semana 18","Semana 19","Semana 20","Semana 21","Semana 22","Semana 23","Semana 24","Semana 25","Semana 26","Semana 27","Semana 28","Semana 29","Semana 30","Semana 31","Semana 32","Semana 33","Semana 34","Semana 35","Semana 36","Semana 37","Semana 38","Semana 39","Semana 40","Semana 41","Semana 42","Total"
"310010 Abadia dos Dourados",0,0,1,2,2,1,2,4,5,5,10,9,5,11,7,12,3,7,11,6,1,3,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115
"310020 Abaeté",0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"310030 Abre Campo",0,0,0,2,0,2,0,0,2,0,1,1,1,6,2,3,4,3,2,2,6,4,0,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50
"310040 Acaiaca",1,3,5,3,14,23,36,33,43,64,28,20,11,9,16,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
"310050 Açucena",1,1,0,0,4,0,0,3,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"310060 Água Boa",0,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13
"310070 Água Comprida",0,0,1,4,1,5,9,4,6,7,9,24,20,23,34,16,26,28,17,17,25,10,11,7,4,5,14,3,4,3,7,1,0,5,2,1,0,2,3,2,2,0,362
"310080 Aguanil",1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"310090 Águas Formosas",0,1,0,0,0,0,4,3,0,0,3,1,1,0,1,2,1,0,1,1,3,2,3,1,0,0,2,1,0,0,1,2,1,0,0,2,0,0,0,1,0,0,38
"310100 Águas Vermelhas",0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"310110 Aimorés",0,1,1,2,1,0,0,1,0,0,0,1,3,2,2,2,1,5,4,4,3,5,0,2,1,2,1,1,0,0,0,0,1,0,1,3,0,2,4,2,3,1,62
"310120 Aiuruoca",0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"310130 Alagoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310140 Albertina",0,0,1,0,0,0,0,1,0,0,0,0,5,4,5,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"310150 Além Paraíba",0,1,0,3,1,6,3,14,14,17,25,22,46,35,19,13,9,28,15,22,7,4,7,5,3,5,3,1,1,1,0,1,1,1,2,0,1,0,0,1,2,0,339
"310160 Alfenas",2,3,1,9,6,2,10,9,14,14,19,19,19,22,15,14,23,15,8,8,11,2,2,2,3,3,3,0,2,1,0,0,1,1,0,1,0,1,2,21,1,0,289
"310163 Alfredo Vasconcelos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"310170 Almenara",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"310180 Alpercata",0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"310190 Alpinópolis",1,4,1,1,2,0,0,3,6,2,3,3,7,1,3,1,1,0,0,3,2,1,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"310200 Alterosa",0,6,10,9,10,19,22,33,57,46,16,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,234
"310205 Alto Caparaó",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"315350 Alto Jequitibá",1,0,0,1,1,1,2,1,0,0,0,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"310210 Alto Rio Doce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310220 Alvarenga",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6
"310230 Alvinópolis",0,6,17,21,23,23,38,53,67,67,63,36,20,11,10,6,9,6,9,7,6,6,8,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,522
"310240 Alvorada de Minas",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,6
"310250 Amparo do Serra",0,0,5,0,0,1,1,4,3,0,1,3,2,0,5,1,3,1,0,3,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"310260 Andradas",0,0,7,5,5,11,10,14,16,31,32,50,89,77,87,73,65,32,50,25,21,13,10,5,0,1,0,5,0,0,0,1,0,1,0,0,0,1,0,0,1,1,739
"310280 Andrelândia",0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"310285 Angelândia",0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
"310290 Antônio Carlos",1,0,1,3,2,1,0,1,0,0,0,2,0,2,2,1,3,3,1,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,31
"310300 Antônio Dias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,8
"310310 Antônio Prado de Minas",0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"310320 Araçaí",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"310330 Aracitaba",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"310340 Araçuaí",1,2,0,0,2,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,0,20
"310350 Araguari",8,11,19,18,24,17,17,35,31,22,25,45,35,44,106,37,63,87,92,119,73,86,54,65,46,95,23,36,40,44,32,9,14,26,28,24,15,27,24,60,50,32,1758
"310360 Arantina",0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"310370 Araponga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"310375 Araporã",0,0,2,3,11,7,11,22,16,18,13,13,3,3,6,1,1,1,8,5,7,5,10,9,2,3,2,2,2,2,0,0,0,0,1,1,1,0,1,2,4,0,198
"310380 Arapuá",0,0,0,0,0,0,0,3,1,2,0,1,0,1,0,0,0,1,2,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"310390 Araújos",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,9
"310400 Araxá",2,4,4,11,13,10,18,28,28,37,49,70,74,86,208,189,325,281,383,195,193,202,207,128,68,57,47,21,13,10,2,6,3,2,14,12,15,14,12,13,4,0,3058
"310410 Arceburgo",0,3,0,1,6,0,9,2,5,1,7,4,9,10,4,6,3,4,8,6,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96
"310420 Arcos",0,3,6,4,9,8,8,7,6,7,30,27,24,13,20,8,9,14,12,10,9,10,17,13,3,22,10,2,2,7,2,9,4,6,6,0,1,1,0,2,6,6,363
"310430 Areado",0,2,7,0,10,15,9,13,16,16,16,24,30,11,11,4,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,195
"310440 Argirita",3,16,7,17,5,3,5,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,81
"310445 Aricanduva",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"310450 Arinos",0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,14
"310460 Astolfo Dutra",0,0,1,1,1,0,1,1,3,2,4,3,9,5,7,4,12,0,1,0,1,4,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68
"310470 Ataléia",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"310480 Augusto de Lima",0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"310490 Baependi",0,0,1,0,0,4,3,3,6,5,5,6,8,4,3,2,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"310500 Baldim",0,0,0,1,1,1,2,3,1,0,1,2,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"310510 Bambuí",0,0,1,1,0,0,1,1,2,2,0,0,0,1,2,0,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
"310520 Bandeira",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"310530 Bandeira do Sul",1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11
"310540 Barão de Cocais",0,4,16,27,5,2,4,4,1,2,2,2,1,5,4,1,6,1,1,10,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,106
"310550 Barão de Monte Alto",1,5,0,1,1,0,1,1,0,0,0,1,1,0,0,1,5,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"310560 Barbacena",1,5,14,1,10,8,24,11,22,16,20,18,28,25,35,46,39,41,50,56,47,19,10,2,10,13,6,5,3,3,1,2,2,1,1,4,1,4,9,6,4,1,624
"310570 Barra Longa",0,0,3,1,3,5,1,3,7,2,6,9,16,10,4,5,2,4,2,7,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
"310590 Barroso",3,0,0,0,2,1,3,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,1,5,2,30
"310600 Bela Vista de Minas",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"310610 Belmiro Braga",0,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"310620 Belo Horizonte",57,128,123,160,156,189,167,181,147,101,140,154,163,132,149,106,122,138,109,102,72,68,39,58,31,29,47,49,36,44,62,43,52,70,78,70,79,136,172,157,108,43,4267
"310630 Belo Oriente",0,0,0,4,2,2,2,4,0,4,1,4,0,4,1,0,3,0,0,0,1,0,2,0,0,1,0,0,2,0,1,0,1,0,2,0,1,0,3,2,1,3,51
"310640 Belo Vale",0,0,2,1,0,1,1,3,0,1,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20
"310650 Berilo",0,0,0,0,2,1,0,2,1,2,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"310665 Berizal",0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
"310660 Bertópolis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310670 Betim",11,5,10,16,14,17,20,30,24,32,20,12,23,21,13,14,11,9,9,9,5,3,4,2,4,7,1,2,2,3,1,2,5,0,9,14,27,21,32,24,56,25,569
"310680 Bias Fortes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310690 Bicas",0,0,0,0,0,0,2,0,0,1,0,0,3,4,1,0,0,0,5,0,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"310700 Biquinhas",0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"310710 Boa Esperança",0,0,0,0,0,0,2,1,0,1,3,1,0,0,2,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"310720 Bocaina de Minas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310730 Bocaiúva",4,4,5,15,12,21,13,21,1,0,10,4,11,5,9,4,9,7,8,9,11,14,7,3,7,2,1,0,1,1,4,2,1,1,2,0,1,0,1,3,2,1,237
"310740 Bom Despacho",5,5,8,5,7,11,19,30,25,12,37,39,56,25,30,20,29,31,35,26,7,11,15,9,2,8,2,0,2,0,0,0,1,0,0,0,0,1,0,0,6,3,522
"310750 Bom Jardim de Minas",0,0,0,0,0,2,1,1,1,0,0,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,18
"310760 Bom Jesus da Penha",0,1,0,0,0,0,1,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"310770 Bom Jesus do Amparo",0,0,1,1,0,0,0,1,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"310780 Bom Jesus do Galho",0,0,0,0,0,2,0,0,0,1,2,4,0,1,1,0,0,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"310790 Bom Repouso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"310800 Bom Sucesso",0,0,0,2,0,1,0,3,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"310810 Bonfim",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5
"310820 Bonfinópolis de Minas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310825 Bonito de Minas",2,7,9,6,12,13,3,4,9,3,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77
"310830 Borda da Mata",0,0,0,0,0,3,4,0,4,2,2,2,2,2,6,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,37
"310840 Botelhos",0,0,0,0,1,1,2,2,0,0,2,1,4,2,2,1,5,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"310850 Botumirim",1,0,1,3,3,8,0,4,5,3,7,9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"310870 Brás Pires",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"310855 Brasilândia de Minas",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"310860 Brasília de Minas",2,8,6,7,10,13,7,9,16,8,9,14,8,11,17,8,9,10,7,13,7,5,12,6,3,2,0,2,0,2,0,1,1,1,2,1,1,0,0,0,0,0,238
"310890 Brasópolis",0,0,4,3,2,2,18,12,15,24,30,33,48,43,33,31,27,16,19,13,14,10,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,405
"310880 Braúnas",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"310900 Brumadinho",7,7,8,5,12,11,9,8,14,27,16,8,15,14,13,16,14,14,15,15,9,15,15,7,5,3,4,3,2,0,0,5,4,3,4,3,4,6,10,9,5,4,368
"310910 Bueno Brandão",0,1,0,2,0,1,1,0,0,0,1,1,4,2,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23
"310920 Buenópolis",0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"310925 Bugre",0,6,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"310930 Buritis",0,0,0,1,1,0,3,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"310940 Buritizeiro",1,1,1,0,2,5,0,1,2,2,1,3,1,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29
"310945 Cabeceira Grande",0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"310950 Cabo Verde",0,0,0,0,2,0,0,0,0,1,1,0,4,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"310960 Cachoeira da Prata",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"310970 Cachoeira de Minas",0,2,2,0,5,3,5,2,6,3,3,2,7,9,4,9,3,5,2,4,0,4,1,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,90
"310270 Cachoeira de Pajeú",0,0,0,1,4,4,2,2,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"310980 Cachoeira Dourada",0,0,1,0,0,1,0,3,0,2,1,0,0,4,1,1,1,0,2,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27
"310990 Caetanópolis",0,0,0,0,0,0,0,1,2,0,5,1,1,12,2,1,2,2,8,4,11,1,2,2,3,4,1,1,0,0,0,0,0,0,1,0,0,1,2,1,2,0,73
"311000 Caeté",1,4,2,1,3,5,5,9,5,1,5,6,9,4,17,7,1,5,12,5,6,5,1,0,3,1,1,0,0,0,1,0,1,3,0,3,4,2,3,10,4,0,155
"311010 Caiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"311020 Cajuri",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"311030 Caldas",0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,15
"311040 Camacho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"311050 Camanducaia",0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
"311060 Cambuí",0,0,1,0,0,3,0,2,2,1,2,0,6,3,1,1,1,1,3,3,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,2,1,44
"311070 Cambuquira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"311080 Campanário",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311090 Campanha",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"311100 Campestre",0,0,0,0,0,0,0,1,1,5,9,7,7,8,2,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"311110 Campina Verde",0,20,19,34,35,42,36,42,24,14,35,35,27,16,12,12,13,3,9,3,4,3,4,0,0,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,452
"311115 Campo Azul",4,0,1,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,19
"311120 Campo Belo",0,0,0,0,0,5,3,4,15,18,35,30,19,7,7,11,8,3,10,6,2,2,5,1,0,5,0,1,1,1,1,2,0,0,0,0,0,1,0,0,1,0,204
"311130 Campo do Meio",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"311140 Campo Florido",0,0,1,0,1,0,1,4,1,9,11,14,12,15,12,10,16,15,20,23,10,22,22,22,10,11,2,1,1,4,0,1,1,1,1,0,1,0,0,1,3,0,279
"311150 Campos Altos",0,1,0,0,0,0,0,3,1,0,0,2,0,1,0,2,0,4,3,3,2,2,8,3,3,6,5,0,5,2,0,3,3,1,0,0,0,0,0,1,3,0,67
"311160 Campos Gerais",0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"311190 Cana Verde",0,1,0,0,1,0,0,0,5,6,3,9,4,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"311170 Canaã",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"311180 Canápolis",0,1,8,13,2,9,11,10,14,21,17,11,16,13,11,9,7,11,22,10,7,4,1,2,5,10,1,1,1,4,3,2,4,0,1,2,4,0,0,0,0,0,268
"311200 Candeias",0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
"311205 Cantagalo",0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"311210 Caparaó",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"311220 Capela Nova",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311230 Capelinha",5,6,6,39,36,27,17,24,27,18,7,17,17,9,17,12,12,6,7,3,1,4,6,11,4,9,6,4,0,2,1,2,3,6,0,2,0,3,0,1,5,7,389
"311240 Capetinga",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19
"311250 Capim Branco",0,1,0,1,2,5,2,3,4,0,1,0,1,2,1,0,1,3,3,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,1,1,1,45
"311260 Capinópolis",2,3,11,6,18,20,26,34,28,40,40,48,75,58,73,47,63,41,70,47,37,31,22,28,10,9,12,6,5,0,1,0,0,2,1,1,3,0,0,0,1,4,923
"311265 Capitão Andrade",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"311270 Capitão Enéas",0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,7,11,16,9,19,11,85
"311280 Capitólio",3,0,0,1,0,1,4,1,0,0,1,3,2,0,1,0,1,1,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,29
